candidate_id,name,firm,source_count,source_types,source_urls,reasons
c072,John Bradley,Southern Benefit Systems,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/john_bradley,Listed as Health Rosetta certified advisor at Southern Benefit Systems
c073,Rhett Bray,BeaconPath,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/rhett_bray,Listed as Health Rosetta certified advisor at BeaconPath
c074,Molly Breitenbach,Candid Health Advisors,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/molly_breitenbach_2,Listed as Health Rosetta certified advisor at Candid Health Advisors
c075,Dawn Brinson,Brinson Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/dawn_brinson,Listed as Health Rosetta certified advisor at Brinson Benefits (eponymous firm)
c076,Will Brown,Solutionpoint Consulting LLC dba The Benefits Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/william_brown,Listed as Health Rosetta certified advisor at The Benefits Group (Solutionpoint Consulting)
c077,Blake Campos,Avante Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/blake_campos,Listed as Health Rosetta certified advisor at Avante Benefits
c078,Armando Castro,SullivanCurtisMonroe,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/armando__castro,Listed as Health Rosetta certified advisor at SullivanCurtisMonroe
c079,Jon Chaney,Benefits Inc.,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jon_chaney,Listed as Health Rosetta certified advisor at Benefits Inc.
c080,Steve Clark,Ohio Health Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/steven_clark,Listed as Health Rosetta certified advisor at Ohio Health Benefits
c081,Matthew Cole,Michigan Planners,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/matthew_cole,Listed as Health Rosetta certified advisor at Michigan Planners
c082,Chris Connell,Your Life Agency,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/christopher_connell,Listed as Health Rosetta certified advisor at Your Life Agency
c083,David Cook,Financial Partners,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/david_cook_2,Listed as Health Rosetta certified advisor at Financial Partners
c084,Ryan Cox,Sure Life Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ryan_cox,Listed as Health Rosetta certified advisor at Sure Life Insurance
c085,Stephen Daniel,Insurance Office of America (IOAUSA),1,health_rosetta_directory,https://directory.healthrosetta.org/directory/stephen_daniel,Listed as Health Rosetta certified advisor at Insurance Office of America
c086,Jonathan Davis,"Foundation Benefits, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jonathan_davis,"Listed as Health Rosetta certified advisor at Foundation Benefits, LLC"
c087,Joe Deacon III,Deacon & Deacon Insurance & Benefits Consulting,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/joseph_deacon_iii,Listed as Health Rosetta certified advisor at Deacon & Deacon (eponymous family firm)
c088,Tom DiLiegro,"Vero Advising, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/thomas_diliegro,"Listed as Health Rosetta certified advisor at Vero Advising, LLC"
c089,Tim Doherty,Pinnacle HR Solutions,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/tim_doherty,Listed as Health Rosetta certified advisor at Pinnacle HR Solutions
c090,Tom Dorywalski,Taylor Insurance Services,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/thomas_dorywalski,Listed as Health Rosetta certified advisor at Taylor Insurance Services
c091,Angie Drake,Benefits Inc.,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/angie_drake,Listed as Health Rosetta certified advisor at Benefits Inc.
c092,Eric Dreyfus,Sympl Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/eric_dreyfus,Listed as Health Rosetta certified advisor at Sympl Benefits
c093,Shannon Dyson,Shoemaker Insurance Solutions,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/michael_(shannon)_dyson,Listed as Health Rosetta certified advisor at Shoemaker Insurance Solutions
c094,Jeff Evans,"UR Risk, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jeffrey_evans,"Listed as Health Rosetta certified advisor at UR Risk, LLC"
c095,MaryCarol Evans,SolV Independent Insurance Associates,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/marycarol_evans,Listed as Health Rosetta certified advisor at SolV Independent Insurance Associates
c096,Mindy Farnsley,Preferred Benefit Administrators,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/mindy_farnsley,Listed as Health Rosetta certified advisor at Preferred Benefit Administrators
c097,Jennii Fielding,Alpine Peak Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jen_fielding,Listed as Health Rosetta certified advisor at Alpine Peak Benefits
c098,Robin Flaherty,Benefit Link,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/robin_flaherty,Listed as Health Rosetta certified advisor at Benefit Link
c099,Tony Goebel,5G Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/tony_goebel,Listed as Health Rosetta certified advisor at 5G Benefits
c100,Gary Goodhile,Edge Benefit Partners,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/gary_goodhile,Listed as Health Rosetta certified advisor at Edge Benefit Partners
c101,Carolyn Grant,RosenSure,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/carolyn_grant,Listed as Health Rosetta certified advisor at RosenSure
c102,Spencer Gravenkamp,Commonwealth Insurance Partners,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/spencer_gravenkamp,Listed as Health Rosetta certified advisor at Commonwealth Insurance Partners
c103,Colin Green,Shoemaker Insurance Solutions,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/colin_green,Listed as Health Rosetta certified advisor at Shoemaker Insurance Solutions
c104,Ash Hachmeister,beni.fit,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ash_hachmeister,Listed as Health Rosetta certified advisor at beni.fit
c105,Joey Hall,Remedy Advisors,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/joseph_hall,Listed as Health Rosetta certified advisor at Remedy Advisors
c106,Christa Hallett,Pinnacle HR Solutions,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/christa_hallett,Listed as Health Rosetta certified advisor at Pinnacle HR Solutions
c107,Ricki Hancart,Conner Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ricki_hancart,Listed as Health Rosetta certified advisor at Conner Insurance
c108,Michael Hand,BXLA,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/michael_hand,Listed as Health Rosetta certified advisor at BXLA
c109,Paul Hardin,"Moulton & Hardin, Inc.",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/paul_hardin,"Listed as Health Rosetta certified advisor at Moulton & Hardin, Inc. (eponymous firm)"
c110,Jentry Harris,The Mahoney Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jentry_harris,Listed as Health Rosetta certified advisor at The Mahoney Group
c111,Christina Heckathorn,Employee Benefit Associates,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/christina_heckathorn,Listed as Health Rosetta certified advisor at Employee Benefit Associates
c112,Myron Hobbs,"Myron K. Hobbs and Company, LLC.",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/myron_hobbs,Listed as Health Rosetta certified advisor at Myron K. Hobbs and Company (eponymous firm)
c113,Greg Hofmann,Advantage Benefits Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/greg_hofmann,Listed as Health Rosetta certified advisor at Advantage Benefits Group
c114,Mark Holland,CoVerica,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/mark_holland,Listed as Health Rosetta certified advisor at CoVerica
c115,Tammera Hollerich,IBT Consulting,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/tammera_hollerich,Listed as Health Rosetta certified advisor at IBT Consulting
c116,Nate Houghton,Medela Advisory Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/nathan_houghton_2,Listed as Health Rosetta certified advisor at Medela Advisory Group
c117,Corry Hull,BHC Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/corry_hull,Listed as Health Rosetta certified advisor at BHC Insurance
c118,Greg Humkey,Employee Benefit Associates,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/greg_humkey,Listed as Health Rosetta certified advisor at Employee Benefit Associates
c119,Josh Hyman,Southern Benefit Systems,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/josh_hyman,Listed as Health Rosetta certified advisor at Southern Benefit Systems
c120,Chad Jackovich,Pure Benefits of Michigan,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/chad_jackovich,Listed as Health Rosetta certified advisor at Pure Benefits of Michigan
c121,Brian Kauffman,IEN Risk Management,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/brian_kauffman,Listed as Health Rosetta certified advisor at IEN Risk Management
c122,Barbara Kelly,InsureOne Insurance Services,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/barbara_kelly,Listed as Health Rosetta certified advisor at InsureOne Insurance Services
c123,Ray Kober,Benefixa,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ray_kober,Listed as Health Rosetta certified advisor at Benefixa
c124,Ray Korson,Gibson,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ray_korson,Listed as Health Rosetta certified advisor at Gibson
c125,Corey Koskie,Elevate Advisor Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/corey_koskie,Listed as Health Rosetta certified advisor at Elevate Advisor Group
c126,Tom Laster,Merit Benefits SW,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/thomas_laster,Listed as Health Rosetta certified advisor at Merit Benefits SW
c127,Mitch Laughton,The Laughton Company,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/mitch_laughton,Listed as Health Rosetta certified advisor at The Laughton Company (eponymous firm)
c128,Heather LaValle-Tumbleson,Athena Resource,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/heather_lavalle-tumbleson,Listed as Health Rosetta certified advisor at Athena Resource
c129,Austin Layne,beni.fit,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/charles_layne,Listed as Health Rosetta certified advisor at beni.fit
c130,Nick Lease,Next Gen Benefits Solutions,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/nick_lease,Listed as Health Rosetta certified advisor at Next Gen Benefits Solutions
c131,Ed Lee,ELT Insurance Services,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ed_lee,Listed as Health Rosetta certified advisor at ELT Insurance Services
c132,Taylor Lindsey,Employee Benefit Consultants,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/taylor_lindsey,Listed as Health Rosetta certified advisor at Employee Benefit Consultants
c133,Laurie MacDonald,MacDonald Consultants,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/laurie__macdonald,Listed as Health Rosetta certified advisor at MacDonald Consultants (eponymous firm)
c134,Aaron Marinelli,Magis Advisory Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/aaron_marinelli,Listed as Health Rosetta certified advisor at Magis Advisory Group
c135,Vince Marinelli,Haverton Consulting,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/vincent_marinelli,Listed as Health Rosetta certified advisor at Haverton Consulting
c136,Joe May,"Gilroy, Kernan and Gilroy",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/joe_may,"Listed as Health Rosetta certified advisor at Gilroy, Kernan and Gilroy"
c137,Tony McCormack,CAI Insurance Agency,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/anthony_mccormack,Listed as Health Rosetta certified advisor at CAI Insurance Agency
c138,Keith McNeil,Arrow Benefits Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/keith_mcneil,Listed as Health Rosetta certified advisor at Arrow Benefits Group
c139,Rachel Means,Employee Benefits Consulting (EBC),1,health_rosetta_directory,https://directory.healthrosetta.org/directory/rachel_means,Listed as Health Rosetta certified advisor at Employee Benefits Consulting (EBC)
c140,Brandon Mills,SIA Group (Solution),1,health_rosetta_directory,https://directory.healthrosetta.org/directory/brandon_mills,Listed as Health Rosetta certified advisor at SIA Group
c141,Jared Mongold,Insurance Office of America (IOAUSA),1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jared_mongold,Listed as Health Rosetta certified advisor at Insurance Office of America
c142,Brian Orsinger,McConkey Insurance & Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/brian_orsinger,Listed as Health Rosetta certified advisor at McConkey Insurance & Benefits
c143,Mike Otis,Palomar,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/mike_otis,Listed as Health Rosetta certified advisor at Palomar
c144,Jennifer Pender,Oakbridge Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jennifer_pender,Listed as Health Rosetta certified advisor at Oakbridge Insurance
c145,Bryan Perry,Five|50 Advisory,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/bryan_perry,Listed as Health Rosetta certified advisor at Five|50 Advisory
c146,Rhett Robbins,Butler Benefit Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/rhett_robbins,Listed as Health Rosetta certified advisor at Butler Benefit Group
c147,Andrew Roberts,AMR Benefits Management,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/andrew_roberts,Listed as Health Rosetta certified advisor at AMR Benefits Management
c148,Kevin Schlotman,(Not specified),1,health_rosetta_directory,https://directory.healthrosetta.org/directory/kevin_schlotman,Listed as Health Rosetta certified advisor (firm not specified in directory)
c149,Randy Schroeder,The VantagePoint Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/randall_schroeder,Listed as Health Rosetta certified advisor at The VantagePoint Group
c150,Pete Scruggs,Golsan Scruggs,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/pete_scruggs,Listed as Health Rosetta certified advisor at Golsan Scruggs (eponymous firm)
c151,Clint Spaeth,"Integrity Lifestyle Benefits, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/clint_spaeth,"Listed as Health Rosetta certified advisor at Integrity Lifestyle Benefits, LLC"
c152,Ryan Spencer,Conner Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/ryan__spencer_2,Listed as Health Rosetta certified advisor at Conner Insurance
c153,Scott Sterling,"Big Oak Benefit Advisors, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/scott_sterling,"Listed as Health Rosetta certified advisor at Big Oak Benefit Advisors, LLC"
c154,Frank Stichter,IEN Risk Management,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/frank_stichter,Listed as Health Rosetta certified advisor at IEN Risk Management
c155,Chris Szem,"Benecept Consultants, Inc.",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/christopher_szem,"Listed as Health Rosetta certified advisor at Benecept Consultants, Inc."
c156,Justin Thomas,Honey Benefits,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/justin_thomas,Listed as Health Rosetta certified advisor at Honey Benefits
c157,Jim Tune,Health Cooperative of Missouri,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/jim_tune,Listed as Health Rosetta certified advisor at Health Cooperative of Missouri
c158,Christy Vago,Vago Insurance Agency,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/christine_vago,Listed as Health Rosetta certified advisor at Vago Insurance Agency (eponymous firm)
c159,Guy Vahle,Conner Insurance,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/guy_vahle,Listed as Health Rosetta certified advisor at Conner Insurance
c160,Doug Vandenberg,"Vieve Group, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/doug_vandenberg,"Listed as Health Rosetta certified advisor at Vieve Group, LLC"
c161,Patrick Van Pelt,"The Mid-Continent Companies, Ltd",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/patrick_van_pelt,"Listed as Health Rosetta certified advisor at The Mid-Continent Companies, Ltd"
c162,Erik Walter,BCF Group,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/erik_walter,Listed as Health Rosetta certified advisor at BCF Group
c163,Alan Wang,UBF,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/alan_wang,Listed as Health Rosetta certified advisor at UBF
c164,Carol Welch,"Stumm Insurance, LLC",1,health_rosetta_directory,https://directory.healthrosetta.org/directory/carol_welch,"Listed as Health Rosetta certified advisor at Stumm Insurance, LLC"
c165,John Woods,Insurance Navigators,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/john_woods,Listed as Health Rosetta certified advisor at Insurance Navigators
c166,John Woodworth,LD&B Insurance and Financial Services,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/john_woodworth,Listed as Health Rosetta certified advisor at LD&B Insurance and Financial Services
c167,Adam Zebian,Helix Insurance Advisors,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/adam_zebian,Listed as Health Rosetta certified advisor at Helix Insurance Advisors
c168,Eliezer Zupnick,Zupnick Associates Insurance Services,1,health_rosetta_directory,https://directory.healthrosetta.org/directory/eliezer__zupnick,Listed as Health Rosetta certified advisor at Zupnick Associates Insurance Services (eponymous firm)
c169,Jonathan Coddington,LD&B Insurance and Financial Services,1,health_rosetta_live,https://healthrosetta.org/rosies/denver-2023/,"Recognized advisor at 2023 Rosies (Live event) for multiple Virginia employers including Dynamic Aviation and InterChange Group; Client Advisor at LD&B, an independent VA-based EB advisory firm"
c170,Mike Andrade,Maverick Benefit Advisors,1,health_rosetta_live,https://healthrosetta.org/rosies/denver-2023/,Recognized advisor at 2023 Rosies (Live event) for Dupre Logistics; independent benefits advisor at Maverick Benefit Advisors; founder/host of Solving Healthcare podcast
c171,Thomas Laster,Merit Benefits Southwest,1,health_rosetta_live,https://healthrosetta.org/rosies/denver-2025/,"Recognized advisor at 2025 Rosies (Live event) for Basin Engineering; President of Merit Benefits Southwest LLC, independent fiduciary EB brokerage; 43-year veteran in EB"
c172,Justin Thomas,Bull Benefits,1,health_rosetta_live,https://healthrosetta.org/rosies/dc-2024/,"Recognized advisor at 2024, 2025 Rosies (Live events) for Weaver Street Market; President of Bull Benefits, independent EB consulting firm in NC focused on self-insured employers"
c173,John Bradley,Southern Benefit Systems / K2 Advisors Group,1,health_rosetta_live,https://healthrosetta.org/rosies/dc-2024/,Recognized advisor at 2024 Rosies (Live event) for Lincoln Energy Solutions and Stevens Towing; Founded Southern Benefit Systems in 2010 (SC) and K2 Advisors Group; CEO and Health Rosetta Certified Advisor
c174,Shabsai Shuchatowitz,Evergreen Benefits Group,1,health_rosetta_live,https://healthrosetta.org/rosies/dc-2024/,"Recognized advisor at 2024 Rosies (Live event) for Extended Care Consulting and FTS International; Founder and CEO of Evergreen Benefits Group, independent fiduciary EB advisory firm"
c175,Patrick Blackaller,Employer Healthcare Cooperative of Wisconsin,1,health_rosetta_podcast,https://www.buzzsprout.com/2504748/episodes/18722321,"Guest on Relocalizing Health Ep 16 ""How Wisconsin Employers Are Transforming Healthcare""; leads the WI Employer Healthcare Cooperative, an independent employer purchasing cooperative (note: cooperative leader rather than traditional brokerage owner)"
c176,Nelson Griswold,NextGen Benefits / Bottom Line Solutions,1,linkedin_keyword_search,https://www.linkedin.com/in/nelsongriswold,Founder of NextGen Benefits Mastermind; vocal about broker fiduciary responsibility; surfaced via 'benefits broker founder fiduciary' search
c177,Adam Hewitt,Independent broker (PBM transparency LinkedIn post),1,linkedin_keyword_search,https://www.linkedin.com/posts/adamhewitt1_pbm-pbmreform-healthcarecosts-activity-7424874314610511872-qT7V,LinkedIn post on PBM transparency mandates; surfaced via 'PBM transparency benefits broker founder' search
c178,Mitchell Shames,Harrison Fiduciary Group LLC,1,linkedin_keyword_search,https://www.linkedin.com/in/mitchell-shames-25b14811/,Founder/Managing Director focused on fiduciary practices; surfaced via 'founder employee benefits fiduciary' search
c179,Jude Odu,Health Cost IQ,1,linkedin_keyword_search,https://www.linkedin.com/in/judeodu,Independent advisor publishing on transparency/fiduciary for self-insured employers; surfaced via 'benefits broker founder transparency' search
c180,Talia Hansen,Ethos Benefits,1,linkedin_keyword_search,https://www.linkedin.com/in/talia-hansen-a617b6262/,Fiduciary-first benefits consultant at fee-only firm; surfaced via 'benefits advisor of the year self-funded' search
c181,Alex Dampf,Pancoast Benefits,1,linkedin_keyword_search,https://www.benefitspro.com/2026/03/30/2026-advisor-of-the-year-finalist-alex-dampf/,"Health Rosetta certified advisor, 2026 Advisor of the Year finalist at independent EB agency; surfaced via 'independent benefits advisor founder' search"
c182,Braden Monaco,Blue Horizon Benefits,1,linkedin_keyword_search,https://www.linkedin.com/in/braden-monaco-8980408/,Co-founder/Managing Partner of independent EB consulting firm; BenefitsPro Broker of the Year finalist
c183,Mike Hill,Total Control Health Plans (TCHP),1,linkedin_keyword_search,https://totalcontrolhealthplans.com/news/tchp-founder-mike-hill-selected-as-finalist-for-benefits-pro-magazine-broker-of-the-year-2021/,"Founder of TCHP, nationally-recognized self-funded EB adviser; BenefitsPRO Broker of the Year 2021 finalist"
c184,Sally Pace,Connect Healthcare Collaboration,1,linkedin_keyword_search,https://www.linkedin.com/in/sally-pace-7ab4656/,CEO of EB marketing/advocacy firm supporting independent advisors; surfaced via 'benefits broker founder' search
c185,Jamie Greenleaf,Fiduciary In A Box,1,linkedin_keyword_search,https://www.linkedin.com/in/jamie-greenleaf-aif-cbfa-c-k-p-4029365a/,"Co-founder of Fiduciary In A Box, ERISA fiduciary advocate for employer health plans; surfaced via 'benefits broker fiduciary founder' search"
c186,Patrick Williams,Fiduciary In A Box,1,linkedin_keyword_search,https://www.linkedin.com/in/corporatefiduciary/,ERISA fiduciary advisor focused on employee benefits; surfaced via 'founder employee benefits fiduciary' search
c187,Jennifer Borislow,Borislow Insurance,1,linkedin_keyword_search,https://www.linkedin.com/in/jenniferborislow/,Founder/CEO of independent EB agency serving New England and beyond; surfaced via 'Borislow Insurance founder' search
c188,Terriann Procida,Innovative Benefit Planning LLC,1,linkedin_keyword_search,https://www.linkedin.com/in/terriann-procida-7b7a403,Co-founder/CEO of independent EB agency in NJ; surfaced via 'Innovative Benefit Planning founder' search
c189,Mark Sulpizio,Innovative Benefit Planning LLC,1,linkedin_keyword_search,https://www.ibpllc.com/about-innovative/,Co-founder of independent EB agency in NJ; surfaced via 'Innovative Benefit Planning founder' search
c190,Chris Van Buren,KMRD Partners,1,linkedin_keyword_search,https://kmrdpartners.com/human-capital-solutions/employee-benefits-advisory/health-rosetta/,Health Rosetta Certified Advisor / Benefits Partner at KMRD; surfaced via 'health rosetta certified advisor' search
c191,John E. Otto,Risk Services - Leavitt Insurance Agencies,1,linkedin_keyword_search,https://www.linkedin.com/in/johnottoclu/,Health Rosetta Benefit Advisor at independent insurance agency; surfaced via 'health rosetta advisor founder' search
c192,Greg Grimm,BenefitsOne Inc.,1,linkedin_keyword_search,https://www.linkedin.com/in/greg-grimm-56b99013/,President & CEO of independent EB firm; surfaced via 'independent benefits broker founder self-funded CEO' search
c193,Jon Johnson,Health Benefit Solutions LLC,1,linkedin_keyword_search,https://www.linkedin.com/in/jon-johnson-0303b513/,Owner of independent EB firm; surfaced via 'independent benefits broker founder self-funded CEO' search
c194,Gary V. Cupo,Benefit Solutions,1,linkedin_keyword_search,https://www.linkedin.com/in/gary-v-cupo-clu-chfc-530b942a/,President/CEO of independent EB agency ('Brokers' Broker'); surfaced via 'independent benefits broker founder' search
c195,Sandra Wood,The Benefits Academy,1,linkedin_keyword_search,https://www.linkedin.com/in/sandywood21/,"Chief Benefits Consultant/Founder, 30+ yrs in benefits brokerage; surfaced via 'founder benefits consultant transparent fee-only' search"
c196,Cecilia Kidder,ClearBenefits,1,linkedin_keyword_search,https://www.linkedin.com/in/ceciliakidder/,Founder/Benefits Consultant; surfaced via 'founder benefits consultant transparent fee-only' search
c197,Casey Raney,Tru Benefits Consultants,1,linkedin_keyword_search,https://www.linkedin.com/in/caseyraney/,Independent benefits consultant; surfaced via 'founder benefits consultant transparent fee-only' search
c198,Vernon Bonfield,Washington Health Insurance Agency (WHIA),1,linkedin_keyword_search,https://washingtonhealthinsuranceagency.com/benefits-advisor-washington-state/,"Founder of boutique benefits advisory firm (Tumwater WA), self-funded specialty; surfaced via 'benefits advisor of the year' search"
c199,Matt Ohrt,Free Market Medical Association / self-funded fiduciary health plan author,1,linkedin_keyword_search,https://www.linkedin.com/in/matt-ohrt-6a1335b/,Author/advisor on self-funded fiduciary health plan management; surfaced via 'Free Market Medical Association founder' search
c200,Stephanie Summers,Social Work Health Advocates (FMMA-affiliated),1,linkedin_keyword_search,https://fmmaconference.com/,"Founder of nonprofit, FMMA Dallas leadership; surfaced via 'Free Market Medical Association founder' search"
c201,Andrea Flynn,Blue Horizon Benefits,1,linkedin_keyword_search,https://bluehorizonbenefits.com/benefitspro/,Co-founder of independent EB consulting firm; surfaced via 'Blue Horizon Benefits founder' search
c202,Chris Morin,Blue Horizon Benefits,1,linkedin_keyword_search,https://bluehorizonbenefits.com/benefitspro/,Co-founder of independent EB consulting firm; surfaced via 'Blue Horizon Benefits founder' search
c203,Brent Watkins,Pancoast Benefits,1,linkedin_keyword_search,https://pancoastbenefits.com/staff/brent-watkins-2/,President since 2006 of independent EB consulting firm (Nashville TN); surfaced via 'Pancoast Benefits founder' search
c204,Doug Aldeen,ERISA attorney/fiduciary advisor,1,linkedin_keyword_search,https://www.custombenefits.work/news/2021/07/09/episode-8,ERISA attorney/fiduciary advisor connecting employers/providers; surfaced via 'Doug Aldeen benefits broker founder fiduciary' search
c205,Nancy Giacolone,Benefits broker (2023 BenefitsPRO Broker of the Year),1,linkedin_keyword_search,https://www.benefitspro.com/2023/04/12/2023-broker-of-the-year-meet-the-finalists/,2023 BenefitsPRO Broker of the Year; surfaced via 'BenefitsPro Broker of the Year' search
c206,George DuMouchel,GLD Advisors LLC,1,linkedin_keyword_search,https://www.linkedin.com/in/gldumouchel/,Co-founder/Senior Partner specializing in fiduciary retirement plan advice and employee benefits; surfaced via 'founder employee benefits fiduciary' search
c207,Lauren B.,Independent Founder / Benefits Consultant,1,linkedin_keyword_search,https://www.linkedin.com/in/lauren-b-4a0b236/,Founder/Benefits Consultant; surfaced via 'founder benefits consultant transparent fee-only' search
c208,Chris Wolpert,Group Benefit Solutions (GBS),1,self_funded_with_spencer,https://www.selffundedwithspencer.com/independent-benefits-consulting-with-chris-wolpert-of-gbs/,"Ep ""Independent Benefits Consulting with Chris Wolpert of GBS"" — founder of Group Benefit Solutions (Tacoma, WA), an independent risk-mitigation/cost-containment EB consulting firm and producer of the ""It's Not Personal, It's Just Healthcare"" documentary"
c209,Lester Morales,Next Impact,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/episode-7-lester-morales/,"Ep 7 — founder and CEO of Next Impact LLC, an independent EB consulting firm focused on innovative cost-containment and transparent health benefits"
c210,Chris Fisher,BenefitsAlly,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/episode-33-chris-fisher/,"Ep 33 — founder of BenefitsAlly (Houston, TX); previously in benefits sales/distribution roles; founded platform serving independent benefits professionals"
c211,Sean Turner,Buffer Insurance,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/the-broker-as-a-buffer-sean-turner-founder-of-buffer-insurance/,"Ep ""The Broker as a Buffer"" — founder of Buffer Insurance (Southlake, TX), a veteran-led and veteran-owned independent insurance agency providing employer benefit plans"
c212,Heather Bowers,Lone Star Benefits,1,self_funded_with_spencer,https://www.selffundedwithspencer.com/elevate-your-customer-service-game-with-heather-bowers/,"Ep ""Elevate Your Customer Service Game"" (Aug 2024) — president/owner of Lone Star Benefits Inc. (Frisco, TX), 2nd-generation independent EB agency she acquired in 2021, representing 80+ carriers for small/mid-size employer benefit programs"
